NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|NRO_DOC_FISCAL|FUENTE|SISTEMA|FECHA_EMISION|FECHA_VTO|MONEDA|CHARGE_NET_AMOUNT|CHARGE_IGV_INVOICE|CHARGE_TOTAL_AMOUNT
2048465395|CLIENT_00206|925858421|878165347|S5AA-0081122392|FACTURACION CICLICA|AMDOCS|20260618|2026-07-05|PEN|89.29|16.07|105.35
2069501836|CLIENT_00263|270249021|473250537|S5AA-0081434230|FACTURACION CICLICA|AMDOCS|20260618|2026-07-05|PEN|46.21|8.32|54.53
2043931605|CLIENT_00834|86639085|370390306|S5AA-0081401579|FACTURACION CICLICA|AMDOCS|20260618|2026-07-05|PEN|56.29|10.14|66.43
2001625741|CLIENT_00222|80203575|686639433|S3AA-0079772573|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|77.06|13.87|90.93
2016738253|CLIENT_00320|30344575|277349343|S3AA-0079726079|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|27.23|4.90|32.13
2021963014|CLIENT_00192|89345575|287892337|S3AA-0079681942|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|21.89|3.94|25.83
2028873503|CLIENT_00053|34531575|010924823|S3AA-0080089864|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|12.69|2.29|14.98
2044479748|CLIENT_00957|412171921|610099557|S3AA-0079835145|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|47.40|8.53|55.93
2002657495|CLIENT_00013|87633575|665087043|S3AA-0079483565|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|39.69|7.14|46.83
2057100089|CLIENT_00499|96123575|721918001|S3AA-0080331825|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|56.66|10.19|66.85
2013843524|CLIENT_00361|81125575|977872623|S3AA-0079865856|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|27.23|4.90|32.13
2095824297|CLIENT_00323|31282575|649532333|S3AA-0079819342|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|35.53|6.40|41.93
2006459799|CLIENT_00837|74471575|522164293|S3AA-0080137324|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.98|3.42|22.40
2006969490|CLIENT_00418|79003575|931637733|S3AA-0079670139|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|34.11|6.14|40.25
2059324355|CLIENT_00481|32562575|800810033|S3AA-0079912466|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|23.67|4.26|27.93
2022190206|CLIENT_00446|32721575|796471423|S3AA-0079912356|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|33.10|5.96|39.06
2077915427|CLIENT_00955|68022575|396504733|S3AA-0079567489|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|15.66|2.82|18.48
2001156117|CLIENT_00442|91425575|793447523|S3AA-0079875008|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|77.06|13.87|90.93
2006459799|CLIENT_00837|74471575|848434793|S3AA-0080137406|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.91|3.42|22.33
2021963014|CLIENT_00192|89345575|465296247|S3AA-0079683311|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|25.45|4.58|30.03
2058367129|CLIENT_00948|219821911|952536137|S3AA-0079812172|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|147.53|26.56|174.09
2077915427|CLIENT_00955|68022575|940035423|S3AA-0079567306|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|19.81|3.57|23.38
2006459799|CLIENT_00837|74471575|147616463|S3AA-0080136884|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.98|3.42|22.40
2070960858|CLIENT_00456|401913421|940037957|S3AA-0079743031|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|53.69|9.66|63.35
1031024653|CLIENT_00975|73812575|294918863|S3AA-0080043662|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|56.29|10.14|66.43
2037181733|CLIENT_00226|040742521|970084557|S3AA-0080077496|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|23.67|4.26|27.93
2038638301|CLIENT_00391|543454421|354077447|S3AA-0080122088|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|64.01|11.52|75.53
2015648856|CLIENT_00530|08180575|603244403|S3AA-0079511077|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|14.76|2.67|17.43
2028873503|CLIENT_00053|34531575|813589923|S3AA-0080089915|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|13.65|2.45|16.10
2067647278|CLIENT_00078|21761575|057746343|S3AA-0079810115|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|25.45|4.58|30.03
2028873503|CLIENT_00053|34531575|800355723|S3AA-0080089842|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|13.65|2.45|16.10
2071316506|CLIENT_00040|34954575|546690601|S3AA-0080089337|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|33.75|6.08|39.83
2006257040|CLIENT_00405|59957575|125613147|S3AA-0079655037|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|52.14|9.39|61.53
2052009555|CLIENT_00491|53863575|683401443|S3AA-0080024659|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|46.21|8.32|54.53
2091733360|CLIENT_00277|06703575|437263783|S3AA-0080258476|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|33.75|6.08|39.83
2046155934|CLIENT_00493|75753575|666913643|S3AA-0080239358|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|46.21|8.32|54.53
2077915427|CLIENT_00955|68022575|970035423|S3AA-0079567307|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|23.07|4.16|27.23
2090334510|CLIENT_00875|332812621|071849547|S3AA-0080010165|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|105.53|19.00|124.53
2077915427|CLIENT_00955|68022575|334241601|S3AA-0079557596|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|16.84|3.04|19.88
2021963014|CLIENT_00192|89345575|303701283|S3AA-0079680252|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|71.13|12.80|83.93
2008935428|CLIENT_00164|087471221|336668737|S3AA-0079514670|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|71.13|12.80|83.93
2052009555|CLIENT_00491|53863575|854401443|S3AA-0080024660|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|46.21|8.32|54.53
2068641471|CLIENT_00978|71690575|434683033|S3AA-0079856483|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|25.45|4.58|30.03
2094037394|CLIENT_00744|91516575|143072613|S3AA-0079874809|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|52.50|9.45|61.95
2077915427|CLIENT_00955|68022575|629028823|S3AA-0079567376|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|13.58|2.45|16.03
2082422571|CLIENT_00010|792078121|608838957|S3AA-0079677794|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|41.47|7.46|48.93
2095824297|CLIENT_00323|31282575|849532333|S3AA-0079819343|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|35.53|6.40|41.93
2077915427|CLIENT_00955|68022575|596504733|S3AA-0079567490|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|15.66|2.82|18.48
2007774830|CLIENT_00695|424360011|519759817|S3AA-0079923437|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|49.18|8.86|58.03
2014718111|CLIENT_00016|68641575|133826123|S3AA-0079567250|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|82.94|14.92|97.86
2039660724|CLIENT_00161|784058921|020819157|S3AA-0079582263|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|193.98|34.92|228.90
2014417729|CLIENT_00760|558077111|052291067|S3AA-0080219001|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|56.06|10.09|66.15
2055715122|CLIENT_00910|655842121|682586637|S3AA-0080223295|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|59.92|10.78|70.70
2006969490|CLIENT_00418|79003575|527733873|S3AA-0079670727|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|35.89|6.46|42.35
2021963014|CLIENT_00192|89345575|883265447|S3AA-0079683560|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|43.18|7.78|50.96
2020274387|CLIENT_00535|312562221|564211837|S3AA-0079822496|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|43.25|7.78|51.03
2028873503|CLIENT_00053|34531575|210355723|S3AA-0080089843|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|12.76|2.29|15.05
2044862591|CLIENT_00895|88942575|732812923|S3AA-0079586178|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|28.18|5.07|33.25
2080971084|CLIENT_00348|512985521|966312157|S3AA-0079843296|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|88.92|16.01|104.93
2027698007|CLIENT_00990|687330621|848818657|S3AA-0079574124|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|82.75|14.90|97.65
2077915427|CLIENT_00955|68022575|878925423|S3AA-0079567305|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|15.73|2.82|18.55
2082422571|CLIENT_00010|792078121|167589757|S3AA-0079677107|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|41.47|7.46|48.93
2020274387|CLIENT_00535|312562221|682205447|S3AA-0079823396|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|25.45|4.58|30.03
2006459799|CLIENT_00837|74471575|233972773|S3AA-0080137074|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.98|3.42|22.40
2037181733|CLIENT_00226|040742521|560084557|S3AA-0080077495|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|47.40|8.53|55.93
2080713308|CLIENT_00225|26052575|075594063|S3AA-0080276843|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|24.86|4.47|29.33
2088412995|CLIENT_00410|87777575|763541601|S3AA-0079473637|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|37.32|6.71|44.03
2040008808|CLIENT_00209|30333575|044780043|S3AA-0079726019|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|39.69|7.14|46.83
2079287596|CLIENT_00457|567110221|394084737|S3AA-0080307530|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|145.70|26.22|171.92
2096452817|CLIENT_00208|27153575|315572113|S3AA-0080360026|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|33.75|6.08|39.83
2052009555|CLIENT_00491|53863575|663401443|S3AA-0080024658|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|46.21|8.32|54.53
2057768570|CLIENT_00068|32621575|492061703|S3AA-0079902774|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|44.44|7.99|52.43
2000865303|CLIENT_00788|864924721|859748657|S3AA-0080339191|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|56.06|10.09|66.15
2066708502|CLIENT_00083|06594575|903148513|S3AA-0080248237|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|37.32|6.71|44.03
2006459799|CLIENT_00837|74471575|478329283|S3AA-0080137175|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.98|3.42|22.40
2074581354|CLIENT_00824|681257721|108906847|S3AA-0079572255|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|102.33|18.42|120.75
2023281496|CLIENT_00538|80317575|834498657|S3AA-0079779377|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|171.56|30.88|202.44
2011067330|CLIENT_00113|336038121|033224167|S3AA-0080014069|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|20.70|3.73|24.43
2001699108|CLIENT_00989|473844901|245209537|S3AA-0080391259|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|50.06|9.02|59.08
2006209623|CLIENT_00603|723882231|320925557|S3AA-0079956340|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|37.31|6.72|44.03
2094370630|CLIENT_00139|018002321|394901657|S3AA-0079797728|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|100.79|18.14|118.93
2081245613|CLIENT_00129|207627921|199681757|S3AA-0079723387|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|109.63|19.73|129.36
2067647278|CLIENT_00078|21761575|488531213|S3AA-0079800389|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|43.25|7.78|51.03
2037181733|CLIENT_00226|040742521|511774557|S3AA-0080077494|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|23.67|4.26|27.93
2077915427|CLIENT_00955|68022575|989552917|S3AA-0079568997|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|15.66|2.82|18.48
2002657495|CLIENT_00013|87633575|456087043|S3AA-0079483566|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|33.75|6.08|39.83
2082422571|CLIENT_00010|792078121|510144857|S3AA-0079677271|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|81.62|14.70|96.32
2036822926|CLIENT_00194|88087575|786761601|S3AA-0079576273|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|25.45|4.58|30.03
2052009555|CLIENT_00491|53863575|609978353|S3AA-0080024787|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|19.81|3.57|23.38
2002657495|CLIENT_00013|87633575|956087043|S3AA-0079483567|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|46.21|8.32|54.53
2085420441|CLIENT_00762|34542575|447425313|S3AA-0080089516|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|25.21|4.54|29.75
2079287596|CLIENT_00457|567110221|286284737|S3AA-0080307532|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|71.07|12.79|83.86
2088412995|CLIENT_00410|87777575|561737067|S3AA-0079491531|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|41.47|7.46|48.93
2033213127|CLIENT_00483|29526575|915715893|S3AA-0079624303|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.98|3.42|22.40
2075957069|CLIENT_00305|045109311|536052327|S3AA-0080072704|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|51.91|9.34|61.25
2020143008|CLIENT_00090|215219121|412903747|S3AA-0079814597|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|50.13|9.02|59.15
2003216433|CLIENT_00243|477725311|184680947|S3AA-0080393339|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|97.76|17.60|115.36
2020274387|CLIENT_00535|312562221|643610937|S3AA-0079822602|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|1847.48|221.52|2068.99
2006459799|CLIENT_00837|74471575|068080793|S3AA-0080137397|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|18.98|3.42|22.40
2028080362|CLIENT_00042|347990521|964439347|S3AA-0080103173|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|112.65|20.28|132.93
2006459799|CLIENT_00837|74471575|786140983|S3AA-0080137262|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|43.25|7.78|51.03
2082422571|CLIENT_00010|792078121|391821737|S3AA-0079673145|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|47.40|8.53|55.93
2007774830|CLIENT_00695|367433111|890391917|S3AA-0080287257|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|54.46|9.80|64.26
2031228249|CLIENT_00463|649332521|912571447|S3AA-0080131251|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|21.71|3.91|25.62
2062201122|CLIENT_00210|37890575|820315303|S3AA-0080369283|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|33.75|6.08|39.83
2080289526|CLIENT_00976|89031575|576170633|S3AA-0079679605|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|29.96|5.39|35.35
2077915427|CLIENT_00955|68022575|696504733|S3AA-0079567491|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|15.66|2.82|18.48
2047042192|CLIENT_00205|85213575|952910863|S3AA-0080230144|FACTURACION CICLICA|AMDOCS|20260715|2026-08-01|PEN|23.44|4.21|27.65
2081571842|CLIENT_00996|37920575|206538401|S1AA-0053530075|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|1293.13|56.61|1349.74
2078675402|CLIENT_00687|842962221|389931837|S1AA-0053356500|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|17.21|3.09|20.30
2001605530|CLIENT_00869|19017575|875082503|S1AA-0053645303|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|24.50|4.41|28.91
2076939161|CLIENT_00387|95100575|148103303|S1AA-0053428664|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|64.96|11.69|76.65
2017932836|CLIENT_00414|555045021|982227757|S1AA-0053406244|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|110.75|19.94|130.69
2001605530|CLIENT_00869|19017575|526082503|S1AA-0053645304|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|24.50|4.41|28.91
2096959477|CLIENT_00690|516245631|439561267|S1AA-0053137093|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|17.50|3.15|20.65
2016982483|CLIENT_00253|371954321|306028357|S1AA-0053534257|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|55.99|10.09|66.08
2061607083|CLIENT_00007|375143221|891428847|S1AA-0053533499|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|50.06|9.02|59.08
2018117869|CLIENT_00044|101568521|944913547|S1AA-0053052603|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|189.42|34.09|223.51
2095018481|CLIENT_00160|113719411|897018447|S1AA-0053120274|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|35.76|6.45|42.21
2019351028|CLIENT_00937|96637575|811632357|S1AA-0053507115|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|11.63|2.09|13.72
2056921911|CLIENT_00644|864899231|516365857|S1AA-0053501235|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|44.13|7.95|52.08
2046969172|CLIENT_00607|22121575|281342233|S1AA-0053219429|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|21.71|3.91|25.62
2060928654|CLIENT_00894|359175021|685159947|S1AA-0053391508|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|26.40|4.75|31.15
2059259780|CLIENT_00525|556726721|908011457|S1AA-0053405648|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|52.32|9.42|61.74
2096447129|CLIENT_00321|93461575|390109501|S1AA-0053293234|FACTURACION CICLICA|AMDOCS|20260805|2026-08-18|PEN|248.08|44.66|292.74
2040677842|CLIENT_00666|966296531|342129067|S6AA-0000136406|FACTURACION CICLICA|AMDOCS|20260720|2026-08-03|PEN|20.46|3.69|24.15
2042647818|CLIENT_00266|28064185|601803837|S9AA-0083911179|FACTURACION CICLICA|AMDOCS|20260801|2026-08-13|PEN|23.07|4.16|27.23
2058413599|CLIENT_00258|383387231|747803657|S9AA-0083921511|FACTURACION CICLICA|AMDOCS|20260801|2026-08-13|PEN|100.50|18.08|118.58
2093365484|CLIENT_00200|46430575|827069503|S1AA-0052784647|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|49.18|8.86|58.03
2022413606|CLIENT_00407|449549531|006503167|S1AA-0052640891|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|26.40|4.75|31.15
2035835869|CLIENT_00900|62273575|524273443|S1AA-0052519782|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|27.23|4.90|32.13
2060200980|CLIENT_00350|62740575|340233203|S1AA-0052512461|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|31.38|5.65|37.03
2057227210|CLIENT_00864|14483575|291076643|S1AA-0052615131|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|88.92|16.01|104.93
2095007193|CLIENT_00907|01754575|127596503|S1AA-0052417313|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|82.99|14.94|97.93
2071042073|CLIENT_00706|736720321|436205457|S1AA-0052591688|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|77.06|13.87|90.93
2066331018|CLIENT_00601|73991575|475838023|S1AA-0052587607|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|71.13|12.80|83.93
2054871546|CLIENT_00685|27574575|591972101|S1AA-0052838781|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|36.95|6.66|43.61
2064808256|CLIENT_00329|535599421|096285957|S1AA-0052579199|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|88.92|16.01|104.93
2077617839|CLIENT_00036|75015575|146223937|S1AA-0052732470|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|74.69|13.44|88.13
1048743727|CLIENT_00498|54325575|202883473|S1AA-0052656335|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|23.07|4.16|27.23
2056921911|CLIENT_00644|864899231|403075857|S1AA-0052816779|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|44.20|7.95|52.15
2060375617|CLIENT_00383|216638511|302025827|S1AA-0052426116|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|29.01|5.22|34.23
2051224691|CLIENT_00014|58660575|620373103|S1AA-0052934187|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|29.01|5.22|34.23
2060200980|CLIENT_00350|62740575|390307413|S1AA-0052519445|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|31.38|5.65|37.03
2024687919|CLIENT_00136|40231575|891085101|S1AA-0052641520|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|87.92|15.82|103.74
2078675402|CLIENT_00687|842962221|389931837|S1AA-0052677998|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|17.21|3.09|20.30
2007950781|CLIENT_00069|46400575|209429993|S1AA-0052786089|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|18.69|3.36|22.05
2024687919|CLIENT_00136|40231575|351023063|S1AA-0052383922|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|14.76|2.67|17.43
2075453385|CLIENT_00684|402956121|143573067|S1AA-0052388802|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|53.33|9.60|62.93
2058246578|CLIENT_00853|28725575|310231601|S1AA-0052913707|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|23.67|4.26|27.93
2033295502|CLIENT_00513|159921021|882812537|S1AA-0052698365|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|105.53|19.00|124.53
2007950781|CLIENT_00069|46400575|264937833|S1AA-0052784998|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|24.56|4.42|28.98
2025086317|CLIENT_00367|56850575|512282403|S1AA-0052791403|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|46.21|8.32|54.53
2056921911|CLIENT_00644|864899231|294963757|S1AA-0052816522|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|53.33|9.60|62.93
2031711814|CLIENT_00408|026702221|599576547|S1AA-0052488355|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|62.23|11.20|73.43
2086906355|CLIENT_00933|23560575|143172533|S1AA-0052553769|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|30.32|5.45|35.77
2068624950|CLIENT_00710|57851575|743767433|S1AA-0052859815|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|197.90|35.62|233.52
2019373121|CLIENT_00747|36672575|569729501|S1AA-0052777639|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|33.75|6.08|39.83
2000150523|CLIENT_00972|11601575|874841503|S1AA-0052458100|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|77.06|13.87|90.93
2013870601|CLIENT_00098|37026575|484984303|S1AA-0052845768|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|74.45|13.40|87.85
2046751787|CLIENT_00193|929969021|420311537|S1AA-0052535118|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|23.44|4.21|27.65
2065026469|CLIENT_00218|33435575|927408427|S1AA-0052562085|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|165.81|29.84|195.65
2091514048|CLIENT_00099|01841575|067892113|S1AA-0052417415|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|18.92|3.41|22.33
2051947639|CLIENT_00103|62947575|211702203|S1AA-0052512455|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|82.99|14.94|97.93
2044366286|CLIENT_00796|44436575|800127001|S1AA-0052634708|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|21.95|3.96|25.90
2084384500|CLIENT_00932|79794575|794671503|S1AA-0053015886|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|20.52|3.70|24.22
2061607083|CLIENT_00007|375143221|891428847|S1AA-0052849132|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|47.40|8.53|55.93
2077617839|CLIENT_00036|75015575|641879501|S1AA-0052729960|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|31.38|5.65|37.03
2012453412|CLIENT_00293|85194575|733092663|S1AA-0052737859|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|27.76|5.00|32.76
2095867314|CLIENT_00095|937784911|240322237|S1AA-0052603058|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|20.11|3.62|23.73
2001681016|CLIENT_00750|279309221|154375937|S1AA-0052841407|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|15.19|2.73|17.92
2056921911|CLIENT_00644|864899231|159084857|S1AA-0052816768|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|44.20|7.95|52.15
2026613493|CLIENT_00916|13004575|815730513|S1AA-0052546760|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|43.54|7.84|51.38
2096959477|CLIENT_00690|516245631|439561267|S1AA-0052457695|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|16.72|3.02|19.74
2068445567|CLIENT_00718|789395911|782351167|S1AA-0052953648|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|26.40|4.75|31.15
2058797594|CLIENT_00421|53591575|146920023|S1AA-0052574008|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|18.62|3.36|21.98
2091198935|CLIENT_00319|25242575|430017301|S1AA-0052702773|FACTURACION CICLICA|AMDOCS|20260705|2026-07-21|PEN|575.51|103.22|678.72
