SEGMENTO_PAIS|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|CICLO|FECHAALTA|STATUS_DESC|LN_PLAN_DESC|LN_SUBSCRIBER_STATUS_DESC|INT_PLAN_DESC|INT_ORIGINAL_ACTIVATION_DATE|TV_PLAN_DESC|TV_ORIGINAL_ACTIVATION_DATE|TV_TECNOLOGIA|TV_SERVICE_TECHNOLOGY|TV_SUBSCRIBER_STATUS_DESC|SUB_MAIN_OFFER_DESC|INT_SUBSCRIBER_STATUS_DESC|SUB_MAIN_OFFER_TRIODUO|ES_MOVISTARTOTAL|DESCUENTO_PROMOCION_PRODUCTO_DESC|DECOS_CANTIDAD
SEGMENTO_004|2090223377|CLIENT_00596|28793006|654911506|31|2021-09-20 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL VOIP||MonoLn|0||
SEGMENTO_002|2028712026|CLIENT_00204|01421516|462026606|31|1995-05-31 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_002|2017768500|CLIENT_00417|11041616|431716606|17|1971-07-01 00:00:00|Active|||MOV INTERNET CAB RA 22|2022-01-07 00:00:00||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2096523728|CLIENT_00797|66092895|592148406|31|2004-01-13 00:00:00|Suspended|MOVISTAR VOZ TRÍO B|Collection Suspension ( Subscr|TRIO MOVISTAR INTERNET D|2017-11-26 00:00:00|TV ESTANDAR HD|2017-11-26 00:00:00|HFC|CATV|Collection Suspension ( Subscr|Trío Voz Internet Estándar HD|Collection Suspension ( Subscr|Trios CATV|0||3
SEGMENTO_004|2054335919|CLIENT_00098|572674121|926932637|31|2022-12-29 00:00:00|Active|||MOV INTERNET CAB RA 22|2022-12-29 15:21:43||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2068242198|CLIENT_00515|127683021|387668337|31|2022-09-14 00:00:00|Active|||MOV INTERNET CAB RA 22|2022-09-14 12:57:10||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2082647868|CLIENT_00292|88402006|478720506|31|1967-09-01 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA 22|2021-07-01 00:00:00||||||Dúo Movistar Voz Internet RA D22|Active|Duos BA|0||
SEGMENTO_004|2052019028|CLIENT_00034|09551795|934586147|31|2023-03-28 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-28 15:24:48||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2070698896|CLIENT_00456|244253411|757234537|15|2022-11-22 00:00:00|Suspended|MOVISTAR VOZ TM|Collection Suspension ( Subscr|MOV INTERNET CAF|2022-11-22 11:39:59|TV ESTANDAR GB|2022-11-22 11:39:58|HFC|CATV|Collection Suspension ( Subscr|Trío Movistar Voz Internet Estandar RA|Collection Suspension ( Subscr|Trios CATV|0||1
SEGMENTO_004|1002436750|CLIENT_00326|10591116|926021606|31|1993-02-03 00:00:00|Suspended|Q51 LINEA PREMIUM B|Collection Suspension ( Subscr||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2073797693|CLIENT_00207|95119385|958593247|17|2023-10-23 00:00:00|Active|||MOV INTERNET CAB RA S23|2023-10-23 11:15:22||||||Internet Movistar RA S23|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2039981438|CLIENT_00052|20246385|096363306|31|2020-02-27 00:00:00|Active|||MOVISTAR SOLO INTERNET|2020-07-24 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2039981438|CLIENT_00052|20246385|218118047|31|2023-08-05 00:00:00|Suspended|||MOV INTERNET CAB RA M23|2023-08-05 17:22:31||||||Internet Movistar RA M23|Suspended|MonoInt|0||
SEGMENTO_004|2067617220|CLIENT_00473|41588895|804898406|17|2021-11-11 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-11-11 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2079459148|CLIENT_00345|84006595|696175406|17|2018-07-13 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-06-13 00:00:00|TV ESTANDAR|2021-06-13 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses, Fideliza Porc Voz 50% x 6 Meses|15
SEGMENTO_004|2096049962|CLIENT_01000|794131221|928115837|31|2023-04-18 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-04-18 19:08:44||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2050502220|CLIENT_00468|81900195|583170547|17|2024-02-29 00:00:00|Active|MOVISTAR VOZ DMU S23|Active|MOV INTERNET DUO RA S23|2024-02-29 14:04:44||||||Duo Movistar Voz Internet RA S23|Active|Duos BA|0||
SEGMENTO_003|2074885080|CLIENT_00308|45440006|634699406|31|1987-02-12 00:00:00|Suspended|MOVISTAR VOZ DÚO BC|Collection Suspension ( Subscr|MOVISTAR INTERNET DUO ADSL C|2022-02-16 00:00:00||||||Dúo Voz Plano Local Internet ADSL B|Collection Suspension ( Subscr|Duos BA|0||
SEGMENTO_004|2052084350|CLIENT_00841|05833575|382524637|5|2023-01-07 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-01-07 12:35:23||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2098293784|CLIENT_00265|72959295|179303406|31|2021-05-29 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-05-29 00:00:00|TV ESTANDAR HD|2021-05-29 00:00:00|FTTH|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2047909598|CLIENT_00269|90834906|465114047|31|2023-07-16 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-07-16 11:41:33||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2078922170|CLIENT_00227|741841421|209822247|15|2023-10-16 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-10-16 13:09:13||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2043525526|CLIENT_00979|11065316|254323606|17|2017-12-12 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2017-12-12 00:00:00|TV ESTANDAR HD|2017-12-12 00:00:00|HFC|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2014689387|CLIENT_00420|25437185|628271306|31|2013-08-10 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-04-24 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2070129626|CLIENT_00728|25920006|227635537|31|2022-11-25 00:00:00|Active|||MOV INTERNET CAB RA|2022-11-25 18:06:39||||||Internet Movistar RA|Active|MonoInt|0||
SEGMENTO_004|2064447144|CLIENT_00541|50520895|354842347|31|2023-11-30 00:00:00|Active|||MOV INTERNET CAB RA S23|2023-11-30 14:55:07||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2024991600|CLIENT_00919|53129095|488272147|31|2023-08-29 00:00:00|Active|||MOV INTERNET CAD DUO RA M23|2023-08-29 14:14:39|TV ESTANDAR HD DUO M23|2023-08-29 14:14:39|FTTH|CATV|Active|Dúo Internet Estándar HD RA M23|Active|Duos TV BA|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses|2
SEGMENTO_004|2024177972|CLIENT_00132|00147116|380284537|31|2022-11-24 00:00:00|Active|||MOV INTERNET CAB RA|2022-11-24 17:01:49||||||Internet Movistar RA|Active|MonoInt|0||
SEGMENTO_004|2006969490|CLIENT_00418|16623085|840430306|31|2004-12-07 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2020-07-01 00:00:00|TV ESTANDAR|2020-07-01 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||4
SEGMENTO_004|2062876920|CLIENT_00061|14452695|082136406|17|2012-09-06 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2067912703|CLIENT_00808|18529606|917907506|31|2016-10-31 00:00:00|Suspended|||MOV INTERNET CAB RA S23|2022-04-01 00:00:00||||||Internet Movistar RA S23|Collection Suspension ( Subscr|MonoInt|0|AJUSTE FID S/35 ILIM|
SEGMENTO_004|2039660724|CLIENT_00161|16662575|448592537|15|2022-11-16 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-11-16 15:02:44|TV ESTANDAR HD A|2022-11-16 15:02:42|HFC|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0|Ajuste al plan ip S/14.91 por 12 meses|2
SEGMENTO_004|2062876920|CLIENT_00061|92462695|462136406|17|2012-09-06 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2034936943|CLIENT_00342|503427421|984532347|31|2023-11-30 00:00:00|Active|||MOV INTERNET CAB RA S23|2023-11-30 19:12:44||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2062876920|CLIENT_00061|19662695|652136406|17|2012-09-07 00:00:00|Active|MOVISTAR VOZ TMU|Active|MOV INTERNET CAE RA|2022-03-27 00:00:00|TV ESTANDAR HD A|2021-10-24 00:00:00|FTTH|CATV|Active|Trío Movistar Voz Internet Estandar HD RA|Active|Trios CATV|0||4
SEGMENTO_004|2083037709|CLIENT_00861|83745295|097262406|31|2018-10-29 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-08-01 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_002|2078929230|CLIENT_00522|71870606|472626506|31|2009-01-30 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2080580035|CLIENT_00442|15241116|945311606|31|2022-04-20 00:00:00|Active|||MOVISTAR DUO INTERNET A|2022-04-20 00:00:00|TV ESTANDAR HD|2022-04-20 00:00:00|HFC|CATV|Active|Dúo Internet TV Estándar HD|Active|Duos TV BA|0||2
SEGMENTO_004|2069114417|CLIENT_00617|28716716|901976837|17|2023-04-21 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2023-04-21 19:11:11|TV ESTANDAR HD DUO|2023-04-21 19:11:12|HFC|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0|Fideliza Porc Internet 50% x 6 Meses, Fideliza Porc TV 50% x 6 Meses|2
SEGMENTO_004|2030808313|CLIENT_00059|35731706|425286506|31|1990-10-09 00:00:00|Active|Mono Voz Control|Active||||||||LN. CONTROL||MonoLn|0||
SEGMENTO_004|2059396553|CLIENT_00171|789259121|567025737|31|2023-03-02 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2023-03-02 12:50:26|TV ESTANDAR HD DUO|2023-03-02 12:50:28|HFC|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|3
SEGMENTO_004|2079513695|CLIENT_00366|77661495|794524406|31|1981-03-24 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-04-25 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_002|2023381522|CLIENT_00756|03530816|398698606|31|2013-11-28 00:00:00|Active||||2013-11-28 00:00:00||||||Troncal|Active|MonoInt|0||
SEGMENTO_002|2023381522|CLIENT_00756|03530816|398698606|31|2013-12-23 00:00:00|Active|MOVISTAR TV SATELITAL D|Active|Movistar Trio Internet DTH|2021-12-30 00:00:00||||||Trío Movistar Voz Internet TV Satelital|Active|Duos BA|0|AJUSTE FID S/15 ILIM|
SEGMENTO_002|2021159453|CLIENT_00381|23594506|103755506|31|1997-05-30 00:00:00|Active||||1997-05-30 00:00:00||||||SIP TRUNK|Active|MonoInt|0||
SEGMENTO_001|2026242865|CLIENT_00930|54343506|825726506|31|2008-09-05 00:00:00|Active||||2008-09-05 00:00:00||||||RDSI|Active|MonoInt|0||
SEGMENTO_004|2017146912|CLIENT_00882|72859616|555976606|31|2002-01-15 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-12-07 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0|DTO FIDE S/ 5 ILIM|
SEGMENTO_004|2064658684|CLIENT_00353|55329516|319075606|17|2016-08-12 00:00:00|Active|||||TV ESTANDAR DIGITAL RA 22 M23|2021-07-18 00:00:00|HFC|CATV|Active|TV Estándar Digital RA M23||MonoTv|0||4
SEGMENTO_004|2062894104|CLIENT_00158|81875906|541849506|31|2020-10-22 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-10-22 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2012952033|CLIENT_00988|615858811|670623047|15|2023-07-11 00:00:00|Active|||MOV INTERNET CAD DUO RA M23|2023-07-11 17:29:23|TV ESTANDAR HD DUO M23|2023-07-11 17:29:22|FTTH|CATV|Active|Dúo Internet Estándar HD RA M23|Active|Duos TV BA|0||2
SEGMENTO_004|2045776570|CLIENT_00215|08925695|606666406|31|2020-12-27 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-12-27 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2077669628|CLIENT_00032|74784575|139197047|5|2023-08-07 00:00:00|Active|||MOV INTERNET CAD DUO RA M23|2023-08-07 18:18:25|TV ESTANDAR HD DUO M23|2023-08-07 18:18:23|FTTH|CATV|Active|Dúo Internet Estándar HD RA M23|Active|Duos TV BA|0||2
SEGMENTO_004|2054854170|CLIENT_00245|98619106|681491506|17|2021-06-17 00:00:00|Active|||MOVISTAR SOLO INTERNET|2021-06-17 00:00:00||||||Internet Movistar|Active|MonoInt|0||
SEGMENTO_004|2014846070|CLIENT_00340|72451695|233816406|31|2018-08-22 00:00:00|Active|MOVISTAR VOZ DUO LOCAL|Active|MOVISTAR INTERNET DUO LOCAL|2021-09-01 00:00:00||||||Dúo Voz Plano Local Internet|Active|Duos BA|0||
SEGMENTO_002|2039216584|CLIENT_00936|08009685|271207306|17|1996-05-25 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_002|2020052100|CLIENT_00534|86938406|832205506|31|1980-04-01 00:00:00|Active|Mono Voz Control|Active||||||||LN. CONTROL||MonoLn|0||
SEGMENTO_004|2013237934|CLIENT_00303|22518216|653521337|31|2022-08-09 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA|2022-08-09 19:53:36||||||Dúo Movistar Voz Internet RA|Active|Duos BA|0||
SEGMENTO_004|2046859398|CLIENT_00764|01293616|892066606|31|2023-05-02 00:00:00|Active|||MOV INTERNET CAD DUO RA 22|2023-05-02 14:19:43|TV ESTANDAR HD DUO|2023-05-02 14:19:44|FTTH|CATV|Active|Dúo Internet Estándar HD RA D22|Active|Duos TV BA|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|2
SEGMENTO_004|1002436750|CLIENT_00326|89053195|243341406|31|2018-03-19 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2018-03-19 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2078726535|CLIENT_00097|54748216|107782606|17|2020-12-12 00:00:00|Suspended|||MOVISTAR SOLO INTERNET|2021-11-24 00:00:00||||||Internet Movistar|Collection Suspension ( Subscr|MonoInt|0||
SEGMENTO_002|2056046163|CLIENT_00994|31979006|770501506|17|2008-02-20 00:00:00|Active||||2008-02-20 00:00:00||||||Troncal|Active|MonoInt|0||
SEGMENTO_004|2054958528|CLIENT_00390|07228285|616382306|17|2019-11-09 00:00:00|Active|||MOVISTAR DUO INTERNET|2019-11-09 00:00:00|TV ESTANDAR DUO|2019-11-09 00:00:00|HFC|CATV|Active|Dúo Internet Estándar|Active|Duos TV BA|0||4
SEGMENTO_004|2045855183|CLIENT_00181|59950906|607229506|31|2013-11-21 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-08-22 00:00:00|TV ESTANDAR|2015-02-12 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|1031024653|CLIENT_00975|77371095|521620406|31|2019-10-23 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2019-10-23 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|1038544262|CLIENT_00966|05999006|674090506|17|1998-12-17 00:00:00|Active||||2005-09-24 00:00:00||||||Troncal|Active|MonoInt|0||
SEGMENTO_004|2038523791|CLIENT_00595|36468785|975397306|31|2019-11-29 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-11-29 00:00:00|TV ESTANDAR|2019-11-29 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||3
SEGMENTO_004|2038298370|CLIENT_00249|100636111|727830147|31|2023-08-19 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-08-19 11:27:53||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2019455714|CLIENT_00324|83418085|180180306|17|2016-02-05 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2016-02-05 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2067392845|CLIENT_00917|86255416|826914606|31|2010-05-26 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-11-16 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0||
SEGMENTO_004|2046859398|CLIENT_00764|60084616|092066606|31|1994-11-26 00:00:00|Active|Q51 LINEA PREMIUM B|Active||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2046058498|CLIENT_00633|64907795|715297406|31|1997-10-22 00:00:00|Active|MOVISTAR VOZ DÚO BC|Active|MOVISTAR INTERNET DUO ADSL C|2021-09-05 00:00:00||||||Dúo Voz Plano Local Internet ADSL B|Active|Duos BA|0||
SEGMENTO_004|2096049962|CLIENT_01000|791921221|597087737|31|2023-03-21 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-03-21 19:54:51||||||Internet Movistar RA D22|Active|MonoInt|0|Fideliza Porc Internet 50% x 6 Meses|
SEGMENTO_004|2052913932|CLIENT_00961|34087016|051079337|17|2022-09-26 00:00:00|Suspended|||MOV INTERNET CAB RA|2022-09-26 15:57:46||||||Internet Movistar RA|Collection Suspension ( Subscr|MonoInt|0||
SEGMENTO_004|2067392845|CLIENT_00917|62874416|636914606|31|2006-12-13 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2021-11-29 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2007125725|CLIENT_00268|10586016|827071606|17|2019-06-14 00:00:00|Suspended|MOVISTAR VOZ TRIO|Collection Suspension ( Subscr|MOVISTAR INTERNET TRÍO|2019-10-31 00:00:00|TV ESTANDAR|2019-06-14 00:00:00|HFC|CATV|Collection Suspension ( Subscr|Trío Plano Local Internet Estándar HD|Collection Suspension ( Subscr|Trios CATV|0||5
SEGMENTO_004|2009085356|CLIENT_00640|72133995|146729406|31|2011-12-02 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-04-29 00:00:00|TV ESTANDAR HD|2019-11-26 00:00:00|HFC|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||4
SEGMENTO_004|2052573387|CLIENT_00197|797520221|116187447|31|2024-02-16 00:00:00|Active|||MOV INTERNET CAB RA S23|2024-02-16 10:35:52||||||Internet Movistar RA S23|Active|MonoInt|0|Descto Plan Internet 50% x 2 ms|
SEGMENTO_004|2032805428|CLIENT_00508|77873195|129741406|31|2020-08-22 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2020-08-22 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2011033410|CLIENT_00556|32477185|064671306|31|2018-10-31 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DÚO|2018-10-31 00:00:00||||||Dúo Plano Local Internet|Active|Duos BA|0||
SEGMENTO_004|2085352948|CLIENT_00630|60778085|575780306|31|1995-12-01 00:00:00|Active|MOVISTAR VOZ TMU RV M23|Active|MOV INTERNET CAH RV RET M23|2018-11-01 00:00:00|TV ESTANDAR DIGITAL HD RV M23|2018-11-01 00:00:00|HFC|CATV|Active|Trío Mov. Voz Int. Estandar HD RV M23|Active|Trios CATV|0||2
SEGMENTO_002|2032318459|CLIENT_00719|04851895|373638406|31|2012-07-11 00:00:00|Active|Línea Control|Active||||||||Línea Control||MonoLn|0||
SEGMENTO_004|2079585159|CLIENT_00559|62957795|726097406|17|2010-12-14 00:00:00|Active|MOVISTAR VOZ DUO|Active|MOVISTAR INTERNET DUO ADSL|2021-09-05 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Active|Duos BA|0||
SEGMENTO_002|2087028740|CLIENT_00487|61293606|640746506|31|2006-07-12 00:00:00|Active||||2006-07-12 00:00:00||||||Troncal|Active|MonoInt|0||
SEGMENTO_004|2059054819|CLIENT_00448|80625606|953276506|31|2020-12-26 00:00:00|Active|||MOV INTERNET CAD DUO RA|2022-05-05 00:00:00|TV ESTANDAR HD DUO|2020-12-26 00:00:00|HFC|CATV|Active|Dúo Internet Estándar HD RA|Active|Duos TV BA|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|2
SEGMENTO_004|2004375439|CLIENT_00427|676676521|143879447|23|2024-02-26 00:00:00|Active|||MOV INTERNET CAD DUO RA S23|2024-02-26 11:30:54|TV ESTANDAR HD DUO S23|2024-02-26 11:30:54|HFC|CATV|Active|Duo Internet Estandar HD RA S23|Active|Duos TV BA|0|Descto Plan Internet 50% x 2 ms, Descto Plan TV 50% x 2 ms|4
SEGMENTO_004|2022589688|CLIENT_00286|19640706|791307506|99|2014-06-11 00:00:00|Active|TPI PREPAGO|Active||||||||TPI PREPAGO||MonoLn|0||
SEGMENTO_004|2096030030|CLIENT_00475|25817316|033783606|31|2007-06-23 00:00:00|Suspended|Q51 LINEA PREMIUM B|Collection Suspension ( Subscr||||||||LN. SEMIPLANA LIBRE||MonoLn|0||
SEGMENTO_004|2021245754|CLIENT_00454|45224695|670156406|31|2021-07-21 00:00:00|Active|||MOV INTERNET CAB RA S23|2021-07-21 00:00:00||||||Internet Movistar RA S23|Active|MonoInt|0||
SEGMENTO_004|2052036896|CLIENT_00239|81602385|117132347|31|2023-11-29 00:00:00|Suspended|||MOV INTERNET CAB RA S23|2023-11-29 09:50:45||||||Internet Movistar RA S23|Suspended|MonoInt|0|Descto Plan Internet 50% x 2 ms|
SEGMENTO_004|2046859398|CLIENT_00764|89974616|603066606|31|2005-07-10 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2023740275|CLIENT_00569|86984195|613851406|31|2011-11-28 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL||MonoLn|0||
SEGMENTO_004|2068242198|CLIENT_00515|32297206|245192506|31|2010-12-29 00:00:00|Active|MOVISTAR VOZ DMU|Active|MOV INTERNET DUO RA|2022-03-28 00:00:00||||||Dúo Movistar Voz Internet RA|Active|Duos BA|0||
SEGMENTO_004|2014579954|CLIENT_00512|84251595|288825406|31|2017-05-18 00:00:00|Active|||MONO INTERNET SPEEDY NAKED|2017-05-18 00:00:00||||||SPEEDY NAKED|Active|MonoInt|0||
SEGMENTO_004|2043325056|CLIENT_00080|86391895|699628406|17|2021-07-10 00:00:00|Active|||MOVISTAR DUO INTERNET A|2021-07-10 00:00:00|TV ESTANDAR HD|2021-07-10 00:00:00|HFC|CATV|Active|Dúo Internet TV Estándar HD|Active|Duos TV BA|0||2
SEGMENTO_002|2050799857|CLIENT_00697|05557295|415482406|17|2016-05-06 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-07-04 00:00:00|TV ESTANDAR|2021-07-04 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Descuento IPJUL23 EXO TV S/10.00 x 12m|2
SEGMENTO_004|2050569390|CLIENT_00944|30497716|910378606|31|2015-02-24 00:00:00|Active|Q51 LINEA PREMIUM C|Active||||||||LN. PLANA LOCAL VOIP||MonoLn|0||
SEGMENTO_004|1042311948|CLIENT_00722|42848116|688781606|31|2000-01-28 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2021-07-01 00:00:00|TV ESTANDAR|2021-07-01 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0|Descuento IPJUL23 EXO TV S/10.00 x 12m, INTERNET MOVIL BAF S/40|2
SEGMENTO_002|2010945037|CLIENT_00252|95990595|683715406|31|2011-04-20 00:00:00|Active|||||TV ESTANDAR DIGITAL CMS|2011-04-20 00:00:00|HFC|CATV|Active|TV ESTANDAR DIGITAL||MonoTv|0||4
SEGMENTO_004|2036223175|CLIENT_00279|85937506|670355506|31|2021-02-12 00:00:00|Active|MOVISTAR VOZ TRÍO B|Active|TRIO MOVISTAR INTERNET D|2021-02-12 00:00:00|TV ESTANDAR HD|2021-02-12 00:00:00|FTTH|CATV|Active|Trío Voz Internet Estándar HD|Active|Trios CATV|0||2
SEGMENTO_004|2039714658|CLIENT_00290|39441885|564428306|31|2019-06-18 00:00:00|Active|MOVISTAR VOZ TRIO|Active|MOVISTAR INTERNET TRÍO|2019-06-18 00:00:00|TV ESTANDAR|2019-06-18 00:00:00|HFC|CATV|Active|Trío Plano Local Internet Estándar HD|Active|Trios CATV|0||4
SEGMENTO_004|2026743546|CLIENT_00858|13046406|969654506|31|2007-10-17 00:00:00|Active|MOVISTAR VOZ DÚO BC|Active|MOVISTAR INTERNET DUO ADSL C|2021-12-30 00:00:00||||||Dúo Voz Plano Local Internet ADSL B|Active|Duos BA|0|DTO FIDE S/ 3 ILIM|
SEGMENTO_004|2072719850|CLIENT_00681|197529901|740066937|31|2023-06-07 00:00:00|Active|||MOV INTERNET CAB RA 22|2023-06-07 10:29:28||||||Internet Movistar RA D22|Active|MonoInt|0||
SEGMENTO_004|2008388940|CLIENT_00121|39706806|604368506|31|2008-08-19 00:00:00|Active|Mono Voz Control|Active||||||||LN. CONTROL||MonoLn|0||
SEGMENTO_004|2098283606|CLIENT_00347|49333685|454146306|31|1995-05-05 00:00:00|Suspended|MOVISTAR VOZ DUO|Collection Suspension ( Subscr|MOVISTAR INTERNET DUO ADSL|2021-07-01 00:00:00||||||Dúo Voz Plano Local Internet ADSL|Collection Suspension ( Subscr|Duos BA|0||
