SEGMENTO_PAIS|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|FLAG_STAFF|PRODUCTO|FECHA_ALTA|ESTADO_LINEA|ESTADO_TELEFONO_RAZON|TIPO_LINEA|PRODUCT_DESC|PLAN_PRINCIPAL|CANT_PROMOCIONES|PROM_DSCTO|PLAN_ROAMING_DATOS|Fecha_Inicio_Permanencia|Fecha_Fin_Permanencia|Meses_Permanencia
SEGMENTO_004|2039728300|CLIENT_00575|10215575|273905173|N|Movil Abierto|16/01/2015|Activo|Negociación Equipo y/o SimCard|Equipo|RV Mi Movistar Empresas|RV Mi Movistar Empresas S/ 56.9_I|||Activación MB Internacionales|04/02/2022|04/08/2023|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|26/01/2024|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|04/08/2025||
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|23/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|23/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|23/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|23/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|23/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/11/2023|23/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|26/01/2024|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|02/10/2024||
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|19/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B_movistar Empresas S/.69.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|17/08/2020|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|13/12/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|13/12/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|08/07/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|08/07/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|12/08/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|26/01/2024|Activo|Pedido de Cliente|M4|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|24/09/2024||
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|17/08/2020|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|15/10/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|17/08/2020|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|15/10/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|15/10/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|16/06/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Negociación Equipo y/o SimCard|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|28/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|12/08/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|17/08/2020|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|08/07/2019|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|16/06/2017|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|21/11/2023|20/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/39.9 IV|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|13/12/2021|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|22/11/2023|21/05/2025|18
SEGMENTO_002|2003418714|CLIENT_00435|498701821|148491947|N|Movil Abierto|30/12/2016|Activo|Pedido de Cliente|Equipo|Abierto Elige Todo Emp RD|B2B Movistar Empresas S/42.9|||Activación MB Internacionales|23/11/2023|22/05/2025|18
